"time_num","total_objs","Est_area","dist"
1,2,39,13
1,2,71,3.60555127546399
2,2,44,14.3178210632764
2,2,71,4.12310562561766
3,2,57,15.52417469626
3,2,79,4.47213595499958
4,2,64,15.52417469626
4,2,79,4.47213595499958
5,2,64,14.3178210632764
5,2,87,4
6,2,57,16.4924225024706
6,2,87,5.09901951359278
7,2,51,16.2788205960997
7,2,96,4.47213595499958
8,3,28,13.6014705087354
8,3,64,5.09901951359278
8,3,71,16
9,3,29,14.560219778561
9,3,79,5
9,3,57,17.2626765016321
10,3,44,15.2315462117278
10,3,87,5.09901951359278
10,3,71,16.2788205960997
11,2,57,15.2970585407784
11,2,71,4.12310562561766
12,2,57,15.52417469626
12,2,87,5.09901951359278
13,2,71,16.7630546142402
13,2,95,4.47213595499958
14,2,79,16.4924225024706
14,2,71,5.09901951359278
15,3,71,18.4390889145858
15,3,79,4.12310562561766
15,3,29,13.3416640641263
16,3,64,19.6468827043885
16,3,79,5
16,3,39,14.3178210632764
17,2,96,5.3851648071345
17,2,51,14.142135623731
18,2,87,5.09901951359278
18,2,51,15.2970585407784
19,2,96,5.3851648071345
19,2,57,16.2788205960997
20,2,87,5.09901951359278
20,2,63,15.1327459504216
21,2,87,6.32455532033676
21,2,87,17.0293863659264
22,3,51,15.52417469626
22,3,79,5.09901951359278
22,3,28,13.3416640641263
23,2,87,6.08276253029822
23,2,44,15.1327459504216
24,2,96,7.07106781186548
24,2,44,16.2788205960997
25,2,87,6.08276253029822
25,2,71,16.2788205960997
26,2,87,5
26,2,71,16.4924225024706
27,2,87,4.12310562561766
27,2,64,15.1327459504216
28,2,87,4.12310562561766
28,2,51,14.142135623731
29,3,44,14.8660687473185
29,3,79,4.12310562561766
29,3,78,18.2482875908947
30,2,63,16.7630546142402
30,2,87,6.32455532033676
31,2,71,17.7200451466693
31,2,87,6.32455532033676
32,2,87,16.4924225024706
32,2,87,5.09901951359278
33,2,95,17.464249196573
33,2,104,5.3851648071345
34,1,95,5.09901951359278
35,2,50,15.8113883008419
35,2,87,5.09901951359278
36,2,50,16.7630546142402
36,2,87,5.09901951359278
37,2,64,16.4924225024706
37,2,87,6.08276253029822
38,2,64,17.464249196573
38,2,79,6.08276253029822
39,2,64,17.7200451466693
39,2,87,5.09901951359278
40,3,51,16.4924225024706
40,3,87,5
40,3,29,14.3178210632764
41,3,64,16.7630546142402
41,3,96,5
41,3,29,14.8660687473185
42,3,50,19.9248588451713
42,3,95,8
42,3,39,19.6468827043885
43,2,96,6.08276253029822
43,2,71,16.2788205960997
44,2,96,6.08276253029822
44,2,71,16.1245154965971
45,2,104,5.3851648071345
45,2,79,17.2626765016321
46,2,104,4.12310562561766
46,2,87,17.464249196573
47,3,96,5.09901951359278
47,3,24,14.560219778561
47,3,87,17.2626765016321
48,3,39,14.8660687473185
48,3,96,4.12310562561766
48,3,64,16.4924225024706
49,3,33,18.0277563773199
49,3,96,5.09901951359278
49,3,57,18.6815416922694
50,3,57,18.6815416922694
50,3,87,6
50,3,76,19.313207915828
51,3,76,22.3606797749979
51,3,95,8
51,3,76,19.9248588451713
52,4,57,22.1359436211787
52,4,64,25.1793566240283
52,4,96,10
52,4,79,21.540659228538
53,4,44,21.0237960416286
53,4,57,26.1725046566048
53,4,87,9
53,4,76,19.9248588451713
54,4,85,22.0907220343745
54,4,104,9.05538513813742
54,4,51,28.6356421265527
54,4,55,22.4722050542442
55,2,114,5.09901951359278
55,2,50,17.0293863659264
56,2,96,5.09901951359278
56,2,85,16.0312195418814
57,2,78,17.464249196573
57,2,96,5.09901951359278
58,2,78,18.9736659610103
58,2,96,6.32455532033676
59,2,57,19.9248588451713
59,2,104,5
60,2,71,18.9736659610103
60,2,95,5.09901951359278
61,2,87,19.1049731745428
61,2,104,4.47213595499958
62,2,50,16.7630546142402
62,2,96,6.08276253029822
63,2,57,16.4924225024706
63,2,96,5.09901951359278
64,2,64,17.2626765016321
64,2,96,6
65,2,87,17.464249196573
65,2,96,6.08276253029822
66,2,79,17.464249196573
66,2,96,6.08276253029822
67,2,79,17.464249196573
67,2,96,6.32455532033676
68,2,44,13.6014705087354
68,2,95,5
69,2,50,15.52417469626
69,2,104,6.08276253029822
70,2,50,17.0880074906351
70,2,96,6.32455532033676
71,2,57,16.4924225024706
71,2,95,5.09901951359278
72,2,78,17.7200451466693
72,2,87,6.08276253029822
73,2,78,18.9736659610103
73,2,104,5.3851648071345
74,2,70,18.2482875908947
74,2,96,7
75,2,113,19.1049731745428
75,2,104,6.32455532033676
76,2,57,16.4924225024706
76,2,104,6.08276253029822
77,2,63,16.4924225024706
77,2,96,7
78,2,71,17.7200451466693
78,2,96,6.32455532033676
79,2,87,17.2626765016321
79,2,114,5
80,2,87,17.464249196573
80,2,114,3
81,2,78,19.2353840616713
81,2,104,6
82,3,39,13
82,3,104,4.12310562561766
82,3,79,16.1245154965971
83,3,38,16.7630546142402
83,3,96,7.07106781186548
83,3,70,17.464249196573
84,3,63,24.6981780704569
84,3,104,8.06225774829855
84,3,103,19
85,3,63,27.2029410174709
85,3,96,9.05538513813742
85,3,96,20.0997512422418
86,2,78,18.4390889145858
86,2,104,5.09901951359278
87,2,71,17.7200451466693
87,2,104,5.3851648071345
88,2,92,20.8806130178211
88,2,87,9.05538513813742
89,2,143,21.095023109729
89,2,104,8
90,3,50,19.9248588451713
90,3,104,9.05538513813742
90,3,113,22.0227155455452
91,3,57,19.313207915828
91,3,104,8.06225774829855
91,3,121,22.0227155455452
92,4,44,21.0237960416286
92,4,114,7
92,4,113,21
92,4,38,21.095023109729
93,2,63,17.464249196573
93,2,114,7.07106781186548
94,1,113,8.24621125123532
95,2,96,9.05538513813742
95,2,24,-2
96,2,96,8.06225774829855
96,2,51,-4
97,2,96,7.28010988928052
97,2,64,-5.09901951359278
98,2,96,7.07106781186548
98,2,78,-5.3851648071345
99,2,95,8
99,2,78,-5.09901951359278
100,2,78,-6.32455532033676
100,2,104,8.06225774829855
101,2,87,8.06225774829855
101,2,70,-6.08276253029822
102,2,96,8.06225774829855
102,2,29,-2
103,2,87,8.06225774829855
103,2,38,-4.12310562561766
104,2,87,8.06225774829855
104,2,57,-4.12310562561766
105,2,96,9.05538513813742
105,2,57,-5.09901951359278
106,2,95,9.05538513813742
106,2,63,-5.3851648071345
107,2,95,8.06225774829855
107,2,70,-6.32455532033676
108,2,87,9.05538513813742
108,2,24,-2.23606797749979
109,2,87,8.06225774829855
109,2,39,-3.16227766016838
110,2,87,9.05538513813742
110,2,44,-4.47213595499958
111,2,104,9
111,2,57,-4.12310562561766
112,2,87,9.05538513813742
112,2,70,-5.09901951359278
113,2,95,9.05538513813742
113,2,76,-5.3851648071345
114,1,104,9
115,2,87,8.24621125123532
115,2,29,-2
116,2,87,8.06225774829855
116,2,44,-3
117,2,96,8.06225774829855
117,2,44,-5
118,2,96,8.24621125123532
118,2,63,-5.09901951359278
119,2,96,8.24621125123532
119,2,70,-5.09901951359278
120,1,103,10
121,1,104,8.06225774829855
122,1,103,8.06225774829855
123,2,103,9.05538513813742
123,2,38,17.2626765016321
124,2,95,8.06225774829855
124,2,50,18.2482875908947
125,2,123,9.05538513813742
125,2,71,18.4390889145858
126,2,123,8.24621125123532
126,2,71,18.2482875908947
127,2,113,7.61577310586391
127,2,78,19.2353840616713
128,2,121,7.61577310586391
128,2,71,18.1107702762748
129,1,103,9.05538513813742
130,2,95,8.24621125123532
130,2,33,16.4924225024706
131,2,92,9.21954445729289
131,2,50,18.4390889145858
132,2,103,8.06225774829855
132,2,57,19.4164878389476
133,2,95,7.07106781186548
133,2,71,17.464249196573
134,2,95,8
134,2,78,19.4164878389476
135,2,113,9.21954445729289
135,2,87,19.0262975904404
136,2,95,6.32455532033676
136,2,87,17.1172427686237
137,2,104,9.21954445729289
137,2,104,20
138,3,104,20.2237484161567
138,3,104,8
138,3,51,17.0880074906351
139,3,104,21.3775583264319
139,3,87,9.05538513813742
139,3,51,19.6468827043885
140,3,103,22.3606797749979
140,3,104,8.24621125123532
140,3,64,19.6468827043885
141,2,104,7.61577310586391
141,2,71,18.2482875908947
142,2,95,7.07106781186548
142,2,71,19.4164878389476
143,2,104,8.06225774829855
143,2,78,19.2353840616713
144,2,95,7.07106781186548
144,2,78,18.0277563773199
145,3,63,19.9248588451713
145,3,87,7.07106781186548
145,3,51,14.3178210632764
146,2,95,9.05538513813742
146,2,44,17.2626765016321
147,2,85,8.24621125123532
147,2,51,18.4390889145858
148,2,95,8.24621125123532
148,2,57,18.2482875908947
149,2,95,7.28010988928052
149,2,64,19.2353840616713
150,2,85,8.24621125123532
150,2,71,19.6468827043885
151,1,95,9.05538513813742
152,1,132,10
153,2,113,11.1803398874989
153,2,29,19.9248588451713
154,2,104,12.1655250605964
154,2,44,22.1359436211787
155,2,95,11.1803398874989
155,2,57,21.1896201004171
156,2,123,11.1803398874989
156,2,57,20.8806130178211
157,2,113,12.1655250605964
157,2,78,22.4722050542442
158,2,114,10.4403065089106
158,2,79,21.1896201004171
159,2,104,12.1655250605964
159,2,87,22.4722050542442
160,2,123,12.1655250605964
160,2,96,23.0867927612304
161,3,123,14.142135623731
161,3,57,24.1867732448956
161,3,79,25.9615099714943
162,4,50,21.5870331449229
162,4,123,13.1529464379659
162,4,79,25.4950975679639
162,4,28,21.9317121994613
163,4,50,22.8035085019828
163,4,123,13.1529464379659
163,4,79,26.3058928759318
163,4,44,23.259406699226
164,4,63,21.8403296678416
164,4,123,13.1529464379659
164,4,96,27.1661554144122
164,4,50,23.7697286480094
165,2,123,12.1655250605964
165,2,78,21.9317121994613
166,2,123,12.369316876853
166,2,78,22.4722050542442
167,2,132,13.1529464379659
167,2,85,21.9317121994613
168,2,143,13.1529464379659
168,2,103,22.3606797749979
169,1,130,12.0415945787923
170,1,118,11.0453610171873
171,1,121,12.1655250605964
172,2,143,13.1529464379659
172,2,44,3
173,2,132,13.0384048104053
173,2,44,3
174,2,143,13.0384048104053
174,2,64,2.23606797749979
175,2,154,14.142135623731
175,2,63,2.23606797749979
176,2,176,16.1245154965971
176,2,71,2.82842712474619
177,2,176,17
177,2,78,4.12310562561766
178,2,164,18.0277563773199
178,2,87,3.16227766016838
179,2,176,17.1172427686237
179,2,78,3.60555127546399
180,2,176,16.1245154965971
180,2,78,2.82842712474619
181,2,154,16.1245154965971
181,2,55,-1
182,3,143,17.2626765016321
182,3,71,-1
182,3,29,8.24621125123532
183,3,132,18.2482875908947
183,3,71,0
183,3,44,9.48683298050514
184,3,132,17.1172427686237
184,3,57,0
184,3,44,8.24621125123532
185,3,142,19.2353840616713
185,3,57,-1
185,3,44,8.24621125123532
186,3,154,19.6468827043885
186,3,57,-1
186,3,50,9.05538513813742
187,3,132,19.6468827043885
187,3,63,-1
187,3,71,7
188,2,44,11.7046999107196
188,2,63,2.23606797749979
189,2,44,13.6014705087354
189,2,71,2.23606797749979
190,2,51,13.3416640641263
190,2,63,2.23606797749979
191,2,51,13.3416640641263
191,2,71,2.23606797749979
192,2,57,14.3178210632764
192,2,63,2.23606797749979
193,2,44,14.8660687473185
193,2,71,3.60555127546399
194,2,44,13.6014705087354
194,2,63,2.23606797749979
195,2,33,11.4017542509914
195,2,71,2.23606797749979
196,2,39,12.6491106406735
196,2,78,3.60555127546399
197,2,39,13.3416640641263
197,2,78,4.47213595499958
198,2,33,13.3416640641263
198,2,71,4.47213595499958
199,2,39,14.3178210632764
199,2,79,5.09901951359278
200,2,38,13.3416640641263
200,2,79,3.16227766016838
201,2,33,13.6014705087354
201,2,79,3.16227766016838
202,2,50,13.3416640641263
202,2,71,4.12310562561766
203,3,29,10.4403065089106
203,3,51,2.23606797749979
203,3,39,13.0384048104053
204,3,39,13.6014705087354
204,3,71,2.23606797749979
204,3,44,14.3178210632764
205,3,29,13.3416640641263
205,3,71,3.16227766016838
205,3,57,16.4924225024706
206,3,29,13.3416640641263
206,3,71,3.16227766016838
206,3,51,16.2788205960997
207,3,28,15.8113883008419
207,3,78,4.47213595499958
207,3,51,16.2788205960997
208,3,33,16.7630546142402
208,3,96,5.3851648071345
208,3,43,16.1245154965971
209,3,38,16.7630546142402
209,3,87,5.09901951359278
209,3,43,16.1245154965971
210,3,38,15.8113883008419
210,3,87,4.12310562561766
210,3,43,16.1245154965971
211,3,44,15.2315462117278
211,3,79,4.12310562561766
211,3,44,16.1245154965971
212,3,29,13.1529464379659
212,3,63,4.12310562561766
212,3,39,16.2788205960997
213,3,29,13.3416640641263
213,3,71,4.12310562561766
213,3,44,14.3178210632764
214,3,33,14.3178210632764
214,3,71,3.16227766016838
214,3,44,15.2970585407784
215,3,29,14.560219778561
215,3,87,4.12310562561766
215,3,38,15.2970585407784
216,3,28,14.8660687473185
216,3,79,3
216,3,44,15.2970585407784
217,3,44,14.560219778561
217,3,87,5.09901951359278
217,3,38,16.2788205960997
218,2,51,14.3178210632764
