time_num,total_objs,dist,area
1,2,10.04987562,71
1,2,2,33
2,2,11.18033989,57
2,2,4,44
3,2,11.40175425,51
3,2,3.16227766,38
4,2,12.36931688,51
4,2,4,38
5,2,12.36931688,51
5,2,4.123105626,38
6,2,4,44
6,2,12,44
7,2,13.15294644,64
7,2,5,50
8,2,16.2788206,64
8,2,4,63
9,3,18.68154169,63
9,3,5.099019514,55
9,3,13,39
10,3,18.68154169,76
10,3,3,63
10,3,12.04159458,39
11,3,21.84032967,66
11,3,5.099019514,55
11,3,13,50
12,2,-3.16227766,29
12,2,5.099019514,57
13,2,-4.123105626,24
13,2,6,63
14,2,-3.16227766,33
14,2,6,63
15,2,-3.16227766,29
15,2,5.385164807,57
16,2,-3.605551275,29
16,2,6.08276253,50
17,3,-3.16227766,50
17,3,6.08276253,50
17,3,-3,24
18,3,-2.828427125,33
18,3,5,50
18,3,-4.123105626,29
19,3,-3.16227766,44
19,3,6.08276253,44
19,3,-4,39
20,2,6.08276253,50
20,2,-5.099019514,39
21,1,6.08276253,63
22,2,-4.123105626,24
22,2,5.099019514,57
23,2,5.099019514,63
23,2,-4.123105626,24
24,2,6,55
24,2,-2.236067977,24
25,2,5.099019514,50
25,2,-4,33
26,2,5.099019514,50
26,2,-5.099019514,39
27,3,-3.605551275,44
27,3,6.08276253,50
27,3,-4.123105626,39
28,1,6.08276253,63
29,2,-4.472135955,24
29,2,5,71
30,2,-3.16227766,24
30,2,7.071067812,50
31,3,-2.828427125,29
31,3,5.099019514,50
31,3,-3.16227766,28
32,3,-2.828427125,51
32,3,6.08276253,50
32,3,-3,29
33,2,5.385164807,50
33,2,-5.099019514,44
34,2,5.099019514,50
34,2,-5.099019514,39
35,2,6.08276253,64
35,2,-6.08276253,64
36,2,5.099019514,63
36,2,-4.472135955,24
37,2,6.08276253,63
37,2,-4.123105626,28
38,2,-3.16227766,29
38,2,7.071067812,50
39,2,5.385164807,50
39,2,-5,29
40,3,-3.16227766,55
40,3,6,50
40,3,-5,39
41,2,6.08276253,50
41,2,-5,44
42,1,6,63
43,2,-4.123105626,24
43,2,6,63
44,2,-4.123105626,24
44,2,5.099019514,63
45,2,-2.236067977,29
45,2,6.08276253,57
46,2,6.08276253,50
46,2,-3.16227766,28
47,2,6.08276253,50
47,2,-4,39
48,2,6.08276253,50
48,2,-4.123105626,39
49,2,7,64
49,2,-7,71
50,2,-3.16227766,29
50,2,6,78
51,2,-4.123105626,24
51,2,6.08276253,55
52,2,-4.472135955,57
52,2,6.08276253,50
53,2,-3.605551275,29
53,2,6.08276253,48
54,3,-2.236067977,33
54,3,6.08276253,50
54,3,-4,39
55,2,5.099019514,55
55,2,-6,38
